datetime,TCAp,sGRP,TSL_IR,TSL_Full,TSL_Vis,TSL_LUX,BMP_TempC,BMP_Pa,BMP_AltM,MPU_AccelXMss,MPU_AccelYMss,MPU_AccelZMss,MPU_GyroXRads,MPU_GyroYRads,MPU_GyroZRads,MPU_MagXuT,MPU_MagYuT,MPU_MagZuT,MPU_TempC,label,source_file
2020/07/20 10:52:05:782,0,0,268.0,733.0,465.0,48.14,27.57,100199.42,100.36,-0.69,-8.65,-4.47,0.0,-0.01,-0.01,15.19,15.79,-11.97,28.45,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:05:909,0,0,264.0,724.0,460.0,47.7,27.57,100200.53,100.27,-0.65,-8.63,-4.47,-0.0,-0.0,0.0,15.52,14.63,-14.6,28.45,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:06:036,0,0,260.0,713.0,453.0,46.97,27.57,100200.74,100.15,-0.69,-8.62,-4.51,-0.0,0.0,0.01,14.04,14.97,-14.16,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:06:163,0,0,256.0,703.0,447.0,46.39,27.57,100202.08,100.14,-0.69,-8.63,-4.51,0.0,0.0,0.0,15.19,16.02,-14.6,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:06:290,0,0,252.0,693.0,441.0,45.8,27.58,100201.03,100.23,-0.71,-8.62,-4.51,-0.0,0.0,0.0,14.86,15.79,-10.21,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:06:416,0,0,248.0,682.0,434.0,45.07,27.57,100199.84,100.33,-0.65,-8.63,-4.5,0.0,-0.0,-0.01,15.36,15.44,-13.29,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:06:543,0,0,243.0,670.0,427.0,44.41,27.58,100201.72,100.17,-0.64,-8.64,-4.48,0.0,-0.0,-0.01,14.2,15.09,-12.85,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:06:670,0,0,239.0,660.0,421.0,43.83,27.58,100200.27,100.29,-0.7,-8.62,-4.5,-0.0,0.0,0.01,14.53,16.02,-14.6,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:06:797,0,0,235.0,650.0,415.0,43.24,27.58,100199.41,100.37,-0.72,-8.64,-4.5,-0.0,0.0,0.0,15.85,16.02,-12.85,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:06:924,0,0,232.0,641.0,409.0,42.59,27.58,100200.09,100.31,-0.69,-8.63,-4.5,-0.0,-0.0,-0.0,15.19,16.02,-11.09,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:07:051,0,0,228.0,632.0,404.0,42.15,27.58,100200.35,100.29,-0.66,-8.66,-4.48,0.0,-0.0,-0.01,14.37,15.9,-13.29,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:07:178,0,0,225.0,625.0,400.0,41.78,27.58,100202.23,100.13,-0.67,-8.63,-4.48,0.0,0.0,-0.0,13.54,14.86,-12.85,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:07:304,0,0,222.0,616.0,394.0,41.13,27.58,100199.58,100.35,-0.66,-8.64,-4.5,-0.0,0.0,0.0,15.03,16.13,-14.16,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:07:431,0,0,219.0,608.0,389.0,40.62,27.58,100199.41,100.37,-0.7,-8.61,-4.48,-0.0,0.0,0.01,14.04,15.21,-14.16,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:07:558,0,0,216.0,601.0,385.0,40.25,27.58,100199.48,100.36,-0.69,-8.63,-4.47,0.0,-0.0,-0.01,14.86,16.48,-15.48,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:07:685,0,0,214.0,594.0,380.0,39.67,27.58,100197.94,100.49,-0.69,-8.63,-4.49,-0.0,-0.0,0.0,17.01,16.13,-9.77,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:07:812,0,0,211.0,586.0,375.0,39.16,27.58,100198.89,100.41,-0.69,-8.63,-4.47,-0.0,0.0,0.0,16.02,14.74,-13.29,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:07:939,0,0,208.0,579.0,371.0,38.8,27.58,100198.63,100.43,-0.67,-8.65,-4.47,-0.0,0.0,-0.0,15.36,15.9,-13.29,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:08:066,0,0,206.0,572.0,366.0,38.22,27.58,100198.03,100.48,-0.71,-8.63,-4.49,-0.0,0.0,0.0,15.52,16.02,-15.48,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:08:192,0,0,203.0,566.0,363.0,37.99,27.58,100200.7,100.26,-0.69,-8.63,-4.48,-0.0,-0.0,-0.0,14.2,15.32,-16.36,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:08:319,0,0,201.0,559.0,358.0,37.42,27.58,100200.17,100.3,-0.69,-8.62,-4.47,-0.0,0.0,-0.0,15.52,15.09,-11.09,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:08:446,0,0,198.0,554.0,356.0,37.33,27.58,100200.27,100.29,-0.68,-8.64,-4.49,0.0,-0.0,-0.0,14.86,15.32,-13.72,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:08:573,0,0,196.0,549.0,353.0,37.04,27.58,100199.83,100.33,-0.68,-8.63,-4.5,-0.0,-0.0,0.0,14.53,15.55,-14.6,28.45,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:08:700,0,0,194.0,543.0,349.0,36.61,27.58,100199.58,100.35,-0.69,-8.63,-4.48,-0.0,-0.0,-0.0,15.36,15.21,-13.29,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:08:827,0,0,192.0,539.0,347.0,36.46,27.58,100201.03,100.23,-0.68,-8.62,-4.46,0.0,-0.0,-0.0,14.7,15.67,-12.41,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:08:954,0,0,191.0,534.0,343.0,35.96,27.58,100196.39,100.62,-0.68,-8.64,-4.46,-0.0,-0.0,-0.0,15.52,16.25,-13.72,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:09:080,0,0,190.0,531.0,341.0,35.74,27.58,100199.66,100.34,-0.68,-8.63,-4.49,0.0,0.0,-0.0,15.52,15.55,-15.48,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:09:207,0,0,188.0,527.0,339.0,35.59,27.59,100197.23,100.55,-0.69,-8.62,-4.5,0.0,-0.0,0.0,15.36,15.44,-12.41,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:09:334,0,0,187.0,524.0,337.0,35.37,27.59,100198.53,100.44,-0.7,-8.62,-4.49,-0.0,-0.0,0.0,14.37,14.97,-10.65,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:09:461,0,0,186.0,521.0,335.0,35.15,27.59,100196.3,100.63,-0.68,-8.63,-4.5,0.0,-0.0,-0.0,14.86,15.79,-11.97,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:09:588,0,0,186.0,520.0,334.0,35.01,27.59,100199.56,100.35,-0.68,-8.63,-4.5,-0.0,0.0,0.0,14.7,15.21,-15.92,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:09:715,0,0,185.0,517.0,332.0,34.79,27.59,100200.43,100.28,-0.68,-8.62,-4.49,-0.0,0.0,0.0,14.37,14.97,-16.8,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:09:842,0,0,184.0,515.0,331.0,34.72,27.59,100199.56,100.35,-0.7,-8.64,-4.5,0.0,0.0,0.0,16.02,14.74,-12.41,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:09:968,0,0,183.0,514.0,331.0,34.79,27.59,100200.08,100.31,-0.68,-8.63,-4.49,-0.0,0.0,-0.0,15.03,15.21,-14.16,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:10:095,0,0,183.0,512.0,329.0,34.5,27.59,100200.25,100.3,-0.67,-8.61,-4.5,0.0,-0.0,0.0,16.68,14.51,-12.41,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:10:222,0,0,182.0,510.0,328.0,34.43,27.59,100198.53,100.44,-0.68,-8.63,-4.48,-0.0,-0.0,-0.0,14.37,14.05,-11.53,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:10:349,0,0,181.0,509.0,328.0,34.49,27.59,100200.51,100.27,-0.68,-8.61,-4.5,0.0,0.0,0.0,15.36,14.97,-12.41,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:10:476,0,0,181.0,508.0,327.0,34.35,27.59,100199.05,100.4,-0.67,-8.63,-4.51,0.0,-0.0,-0.0,15.03,14.74,-13.29,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:10:603,0,0,181.0,506.0,325.0,34.07,27.59,100199.48,100.36,-0.69,-8.62,-4.5,-0.0,-0.0,-0.0,15.19,14.63,-15.48,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:10:730,0,0,180.0,505.0,325.0,34.13,27.59,100199.48,100.36,-0.68,-8.61,-4.52,-0.0,0.0,0.0,15.19,15.55,-12.85,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:10:856,0,0,180.0,504.0,324.0,33.99,27.59,100201.38,100.2,-0.69,-8.62,-4.47,-0.0,-0.0,-0.0,15.03,15.67,-13.29,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:10:983,0,0,180.0,503.0,323.0,33.85,27.59,100201.55,100.19,-0.68,-8.62,-4.49,-0.0,-0.0,0.0,14.2,15.55,-12.85,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:11:110,0,0,179.0,501.0,322.0,33.77,27.59,100201.63,100.18,-0.69,-8.61,-4.48,-0.0,0.0,0.0,15.69,16.13,-14.16,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:11:237,0,0,179.0,501.0,322.0,33.77,27.59,100197.5,100.53,-0.68,-8.64,-4.49,-0.0,-0.0,-0.0,14.86,15.55,-11.97,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:11:364,0,0,178.0,499.0,321.0,33.7,27.59,100200.43,100.28,-0.69,-8.62,-4.49,0.0,-0.0,-0.0,14.86,15.79,-16.36,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:11:491,0,0,178.0,498.0,320.0,33.56,27.59,100200.08,100.31,-0.69,-8.63,-4.49,0.0,-0.0,0.0,15.36,15.9,-15.92,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:11:618,0,0,178.0,497.0,319.0,33.42,27.59,100201.08,100.23,-0.7,-8.62,-4.48,0.0,0.0,-0.0,15.52,15.55,-15.48,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:11:744,0,0,177.0,496.0,319.0,33.48,27.59,100200.95,100.24,-0.69,-8.62,-4.52,-0.0,0.0,0.0,16.51,15.09,-13.72,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:11:871,0,0,177.0,496.0,319.0,33.48,27.59,100201.59,100.13,-0.67,-8.63,-4.46,0.0,-0.0,-0.0,14.7,15.67,-15.92,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:11:998,0,0,177.0,495.0,318.0,33.34,27.59,100202.41,100.11,-0.69,-8.64,-4.49,-0.0,-0.0,0.0,14.7,15.9,-13.29,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:12:125,0,0,176.0,494.0,318.0,33.41,27.59,100202.41,100.11,-0.7,-8.62,-4.46,0.0,-0.0,0.0,15.52,16.02,-14.6,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:12:252,0,0,176.0,494.0,318.0,33.41,27.59,100200.39,100.28,-0.69,-8.63,-4.51,-0.0,0.0,0.0,16.02,14.74,-14.16,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:12:379,0,0,176.0,493.0,317.0,33.27,27.59,100199.39,100.37,-0.68,-8.63,-4.5,0.0,-0.0,-0.0,15.69,16.13,-15.04,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:12:506,0,0,176.0,492.0,316.0,33.12,27.59,100196.72,100.59,-0.69,-8.63,-4.51,-0.0,0.0,-0.0,16.18,15.32,-11.09,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:12:632,0,0,176.0,492.0,316.0,33.12,27.59,100196.81,100.58,-0.69,-8.62,-4.49,0.0,-0.0,-0.0,15.03,14.97,-12.41,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:12:759,0,0,175.0,491.0,316.0,33.19,27.59,100198.1,100.48,-0.68,-8.62,-4.49,-0.0,0.0,0.0,15.03,15.44,-13.29,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:12:886,0,0,175.0,491.0,316.0,33.19,27.59,100198.88,100.41,-0.68,-8.62,-4.5,0.0,-0.0,-0.0,15.69,15.67,-13.29,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:13:013,0,0,175.0,490.0,315.0,33.05,27.59,100198.53,100.44,-0.68,-8.61,-4.47,0.0,-0.0,-0.0,15.85,14.86,-15.48,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:13:140,0,0,175.0,490.0,315.0,33.05,27.59,100197.5,100.53,-0.68,-8.62,-4.5,0.0,0.0,-0.0,15.19,15.09,-11.97,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:13:267,0,0,175.0,489.0,314.0,32.91,27.59,100200.91,100.24,-0.68,-8.63,-4.48,-0.0,-0.0,-0.0,15.19,15.32,-13.72,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:13:394,0,0,174.0,489.0,315.0,33.12,27.58,100196.91,100.58,-0.68,-8.62,-4.49,0.0,0.0,-0.0,14.86,15.55,-11.97,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:13:520,0,0,174.0,488.0,314.0,32.97,27.58,100198.28,100.46,-0.68,-8.62,-4.5,0.0,-0.0,-0.0,15.19,16.25,-15.48,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:13:647,0,0,174.0,487.0,313.0,32.83,27.58,100196.82,100.58,-0.69,-8.63,-4.49,-0.0,0.0,-0.0,16.35,16.13,-15.92,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:13:774,0,0,174.0,487.0,313.0,32.83,27.59,100200.77,100.25,-0.68,-8.64,-4.5,-0.0,0.0,0.0,14.7,14.74,-14.16,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:13:901,0,0,174.0,487.0,313.0,32.83,27.58,100198.97,100.4,-0.68,-8.63,-4.5,0.0,-0.0,-0.0,13.71,15.9,-16.8,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:14:028,0,0,174.0,486.0,312.0,32.69,27.59,100197.59,100.52,-0.69,-8.62,-4.49,0.0,0.0,-0.0,15.52,15.32,-14.6,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:14:155,0,0,173.0,485.0,312.0,32.76,27.58,100198.63,100.43,-0.69,-8.62,-4.47,-0.0,-0.0,-0.0,15.69,15.21,-12.41,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:14:281,0,0,173.0,485.0,312.0,32.76,27.58,100199.83,100.33,-0.69,-8.62,-4.47,-0.0,0.0,-0.0,14.53,14.86,-11.09,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:14:408,0,0,173.0,484.0,311.0,32.61,27.58,100197.77,100.5,-0.69,-8.62,-4.48,-0.0,0.0,0.0,16.18,15.79,-11.97,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:14:535,0,0,173.0,484.0,311.0,32.61,27.59,100199.56,100.35,-0.68,-8.62,-4.49,0.0,0.0,-0.0,17.01,15.67,-13.29,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:14:662,0,0,173.0,483.0,310.0,32.47,27.59,100197.84,100.5,-0.7,-8.63,-4.49,-0.0,0.0,0.0,15.03,15.9,-14.16,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:14:789,0,0,173.0,483.0,310.0,32.47,27.59,100198.62,100.43,-0.68,-8.62,-4.49,0.0,-0.0,0.0,16.18,14.86,-12.85,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:14:916,0,0,172.0,483.0,311.0,32.68,27.59,100196.55,100.6,-0.67,-8.63,-4.48,0.0,-0.0,-0.0,15.19,15.55,-15.48,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:15:043,0,0,172.0,482.0,310.0,32.54,27.59,100195.27,100.71,-0.68,-8.61,-4.49,0.0,-0.0,-0.0,15.52,15.55,-11.97,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:15:169,0,0,172.0,482.0,310.0,32.54,27.59,100197.07,100.56,-0.69,-8.62,-4.49,-0.0,0.0,0.0,14.37,15.67,-18.55,28.46,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:15:296,0,0,172.0,481.0,309.0,32.4,27.59,100198.19,100.47,-0.68,-8.63,-4.49,-0.0,-0.0,-0.0,14.37,15.67,-18.55,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:15:423,0,0,172.0,480.0,308.0,32.25,27.59,100199.05,100.4,-0.7,-8.61,-4.48,0.0,0.0,0.0,15.36,14.74,-14.16,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:15:550,0,0,172.0,480.0,308.0,32.25,27.59,100199.48,100.36,-0.7,-8.63,-4.51,0.0,-0.0,0.0,14.86,15.79,-11.09,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:15:677,0,0,171.0,479.0,308.0,32.32,27.58,100197.42,100.53,-0.68,-8.62,-4.52,-0.0,0.0,0.0,15.36,16.6,-15.04,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:15:804,0,0,171.0,479.0,308.0,32.32,27.59,100199.31,100.37,-0.68,-8.63,-4.5,0.0,-0.0,-0.0,14.53,14.63,-11.97,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:15:931,0,0,171.0,478.0,307.0,32.18,27.59,100198.7,100.42,-0.7,-8.63,-4.5,0.0,-0.0,-0.01,15.85,15.79,-17.23,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:16:057,0,0,171.0,478.0,307.0,32.18,27.59,100198.7,100.42,-0.67,-8.62,-4.49,-0.0,0.0,0.0,15.36,15.67,-16.8,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:16:184,0,0,171.0,478.0,307.0,32.18,27.59,100199.56,100.35,-0.68,-8.62,-4.51,-0.0,-0.0,-0.0,16.02,14.28,-13.29,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:16:311,0,0,171.0,478.0,307.0,32.18,27.59,100198.1,100.48,-0.69,-8.62,-4.49,-0.0,0.0,-0.0,14.04,16.13,-13.29,28.5,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:16:438,0,0,171.0,477.0,306.0,32.04,27.59,100201.12,100.22,-0.68,-8.61,-4.51,-0.0,-0.0,0.0,15.69,14.97,-12.41,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:16:565,0,0,170.0,477.0,307.0,32.25,27.59,100200.25,100.3,-0.7,-8.61,-4.49,-0.0,0.0,-0.0,15.19,15.79,-11.09,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:16:692,0,0,170.0,476.0,306.0,32.1,27.59,100199.48,100.36,-0.7,-8.62,-4.5,-0.0,0.0,-0.0,14.04,15.21,-15.92,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:16:819,0,0,170.0,475.0,305.0,31.96,27.59,100200.77,100.25,-0.67,-8.62,-4.49,-0.0,-0.0,-0.0,16.18,15.09,-13.72,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:16:945,0,0,170.0,475.0,305.0,31.96,27.59,100198.96,100.4,-0.67,-8.63,-4.47,0.0,-0.0,-0.0,15.85,15.79,-12.85,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:17:072,0,0,170.0,475.0,305.0,31.96,27.59,100197.84,100.5,-0.67,-8.64,-4.51,0.0,-0.0,0.0,16.18,15.32,-13.72,28.5,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:17:199,0,0,170.0,475.0,305.0,31.96,27.59,100199.48,100.36,-0.69,-8.62,-4.51,-0.0,-0.0,-0.0,14.7,15.67,-15.92,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:17:326,0,0,169.0,474.0,305.0,32.03,27.59,100200.95,100.24,-0.69,-8.62,-4.5,0.0,0.0,0.0,15.19,15.79,-11.09,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:17:453,0,0,169.0,474.0,305.0,32.03,27.59,100203.31,100.04,-0.69,-8.62,-4.47,0.0,0.0,-0.0,15.36,15.67,-11.53,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:17:580,0,0,169.0,473.0,304.0,31.89,27.59,100202.45,100.11,-0.69,-8.63,-4.48,-0.0,0.0,-0.0,14.7,14.97,-16.8,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:17:707,0,0,169.0,473.0,304.0,31.89,27.58,100198.45,100.37,-0.68,-8.64,-4.5,0.0,-0.0,-0.0,15.52,15.32,-13.72,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:17:833,0,0,169.0,472.0,303.0,31.74,27.58,100199.83,100.33,-0.68,-8.62,-4.47,-0.0,-0.0,-0.0,15.69,15.9,-14.16,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:17:960,0,0,169.0,472.0,303.0,31.74,27.58,100199.14,100.39,-0.68,-8.64,-4.49,-0.0,0.0,0.0,15.52,15.55,-11.97,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:18:087,0,0,169.0,471.0,302.0,31.6,27.58,100199.83,100.33,-0.68,-8.63,-4.49,-0.0,0.0,-0.0,14.86,15.09,-18.11,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:18:214,0,0,168.0,471.0,303.0,31.81,27.59,100200.25,100.3,-0.68,-8.62,-4.49,-0.0,0.0,0.0,15.52,15.09,-12.85,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:18:341,0,0,168.0,471.0,303.0,31.81,27.58,100198.97,100.4,-0.68,-8.63,-4.49,0.0,-0.0,-0.0,15.19,15.09,-15.48,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:18:468,0,0,168.0,470.0,302.0,31.67,27.6,100201.07,100.23,-0.69,-8.62,-4.52,0.0,0.0,0.0,15.03,16.37,-12.41,28.47,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:18:595,0,0,168.0,470.0,302.0,31.67,27.59,100199.73,100.34,-0.67,-8.63,-4.52,-0.0,-0.0,-0.0,15.03,14.05,-15.04,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:18:721,0,0,168.0,470.0,302.0,31.67,27.58,100198.11,100.48,-0.68,-8.62,-4.52,-0.0,-0.0,0.0,15.52,14.39,-16.36,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:18:848,0,0,168.0,469.0,301.0,31.53,27.59,100199.56,100.35,-0.68,-8.62,-4.5,-0.0,-0.0,-0.0,15.36,15.9,-13.29,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:18:975,0,0,168.0,469.0,301.0,31.53,27.58,100198.88,100.41,-0.72,-8.6,-4.5,-0.0,0.0,0.01,14.7,14.97,-13.29,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:19:102,0,0,168.0,469.0,301.0,31.53,27.58,100200.69,100.26,-0.68,-8.65,-4.52,0.0,-0.01,-0.02,14.53,14.63,-10.21,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:19:229,0,0,167.0,468.0,301.0,31.59,27.59,100201.98,100.15,-0.65,-8.65,-4.5,-0.0,-0.01,-0.01,14.04,15.44,-14.16,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:19:356,0,0,167.0,468.0,301.0,31.59,27.59,100200.77,100.25,-0.71,-8.57,-4.52,-0.0,0.0,0.02,16.35,14.74,-12.41,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:19:483,0,0,167.0,468.0,301.0,31.59,27.59,100200.73,100.25,-0.67,-8.65,-4.48,-0.0,-0.0,-0.01,13.71,15.67,-11.53,28.5,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:19:609,0,0,167.0,467.0,300.0,31.45,27.59,100199.05,100.4,-0.67,-8.65,-4.49,-0.0,-0.0,-0.01,16.51,15.09,-11.09,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:19:736,0,0,167.0,466.0,299.0,31.31,27.58,100197.85,100.5,-0.71,-8.6,-4.49,0.0,0.0,0.01,16.35,15.67,-9.77,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:19:863,0,0,167.0,466.0,299.0,31.31,27.59,100199.73,100.34,-0.69,-8.63,-4.49,-0.0,-0.0,-0.0,14.37,16.13,-14.16,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:19:990,0,0,167.0,466.0,299.0,31.31,27.59,100201.59,100.18,-0.68,-8.63,-4.52,0.0,-0.0,-0.0,16.18,15.55,-11.97,28.5,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:20:117,0,0,166.0,466.0,300.0,31.52,27.59,100198.36,100.45,-0.68,-8.64,-4.49,-0.0,0.0,-0.0,15.85,14.63,-16.36,28.48,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:20:244,0,0,166.0,465.0,299.0,31.38,27.59,100201.72,100.17,-0.68,-8.61,-4.5,0.0,-0.0,-0.0,15.69,15.44,-13.29,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:20:371,0,0,166.0,465.0,299.0,31.38,27.58,100198.11,100.48,-0.69,-8.62,-4.49,-0.0,0.0,0.0,15.03,15.9,-10.65,28.5,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:20:497,0,0,166.0,464.0,298.0,31.23,27.58,100199.14,100.39,-0.69,-8.61,-4.5,0.0,-0.0,-0.0,14.53,15.55,-14.6,28.49,ground_truth,shuttle_ExFatLogger02.csv
2020/07/20 10:52:20:624,0,0,166.0,464.0,298.0,31.23,27.59,100201.8,100.16,-0.69,-8.62,-4.5,-0.0,0.0,0.0,15.36,15.9,-12.41,28.49,ground_truth,shuttle_ExFatLogger02.csv
