datetime,TCAp,sGRP,TSL_IR,TSL_Full,TSL_Vis,TSL_LUX,BMP_TempC,BMP_Pa,BMP_AltM,MPU_AccelXMss,MPU_AccelYMss,MPU_AccelZMss,MPU_GyroXRads,MPU_GyroYRads,MPU_GyroZRads,MPU_MagXuT,MPU_MagYuT,MPU_MagZuT,MPU_TempC,label,source_file
2020/07/20 19:52:24:875,0,0,139.0,809.0,670.0,90.56,28.46,100258.52,95.4,-1.49,-8.47,-4.7,-0.01,-0.0,-0.05,4.09,0.84,22.44,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:25:002,0,0,138.0,792.0,654.0,88.14,28.46,100260.16,95.26,-1.44,-8.21,-4.89,0.0,0.01,0.02,3.76,0.84,22.44,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:25:129,0,0,135.0,772.0,637.0,85.78,28.47,100259.13,95.35,-1.42,-8.33,-4.87,-0.01,0.01,0.0,5.07,0.53,22.44,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:25:256,0,0,134.0,764.0,630.0,84.78,28.46,100256.72,95.55,-1.47,-8.18,-4.91,0.02,0.02,0.05,4.74,0.22,22.44,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:25:383,0,0,134.0,764.0,630.0,84.78,28.47,100261.02,95.19,-1.51,-8.45,-5.31,-0.01,0.02,-0.02,5.07,2.38,22.89,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:25:509,0,0,97.0,514.0,417.0,55.21,28.46,100259.98,95.28,-1.25,-8.0,-5.4,0.01,-0.0,0.03,3.92,1.92,20.42,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:25:636,0,0,105.0,625.0,520.0,70.61,28.46,100256.8,95.55,-1.65,-8.28,-4.42,0.01,-0.0,0.04,5.23,1.3,21.32,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:25:763,0,0,143.0,808.0,665.0,89.32,28.46,100260.42,95.24,-0.98,-8.14,-5.4,0.0,0.05,0.1,4.91,1.61,20.42,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:25:890,0,0,143.0,803.0,660.0,88.53,28.46,100261.8,95.13,-1.08,-8.18,-4.85,0.02,0.02,-0.11,4.09,1.14,19.75,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:26:017,0,0,141.0,790.0,649.0,87.01,28.46,100260.07,95.27,-0.54,-8.12,-5.4,-0.01,0.02,-0.08,5.72,2.07,21.54,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:26:144,0,0,140.0,782.0,642.0,86.02,28.47,100261.36,95.16,-1.05,-8.19,-4.98,0.01,-0.03,-0.13,5.89,3.15,19.07,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:26:271,0,0,138.0,765.0,627.0,83.87,28.47,100258.61,95.39,-1.43,-8.17,-5.21,-0.01,0.02,0.07,6.54,2.84,20.42,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:26:397,0,0,135.0,746.0,611.0,81.67,28.47,100257.23,95.51,-1.22,-8.42,-5.03,-0.0,-0.02,-0.01,5.72,3.62,20.2,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:26:524,0,0,133.0,735.0,602.0,80.47,28.46,100258.52,95.4,-1.22,-8.59,-5.1,-0.05,-0.03,-0.13,6.22,3.46,22.66,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:26:651,0,0,131.0,719.0,588.0,78.48,28.47,100256.71,95.55,-1.86,-8.45,-4.31,-0.0,-0.01,-0.03,6.71,2.69,21.09,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:26:778,0,0,129.0,701.0,572.0,76.17,28.46,100258.0,95.44,-1.99,-7.99,-4.54,0.07,0.37,-0.07,6.22,4.08,21.77,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:26:905,0,0,128.0,696.0,568.0,75.65,28.47,100257.91,95.45,-1.1,-9.85,-5.41,0.18,1.08,0.56,6.54,5.0,21.32,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:27:032,0,0,133.0,714.0,581.0,77.16,28.47,100258.34,95.42,-1.67,-7.92,-5.3,0.31,1.87,1.57,5.4,5.16,22.89,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:27:159,0,0,142.0,749.0,607.0,80.28,28.47,100255.5,95.65,-2.44,-7.43,-5.71,0.39,2.05,1.32,0.81,5.16,21.54,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:27:285,0,0,155.0,806.0,651.0,85.81,28.47,100258.86,95.37,-2.63,-7.64,-5.67,0.38,2.01,1.3,-3.11,7.32,20.64,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:27:412,0,0,162.0,838.0,676.0,89.0,28.46,100256.97,95.53,-2.66,-6.86,-6.02,0.44,2.03,0.75,-7.53,9.95,18.63,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:27:539,0,0,168.0,873.0,705.0,92.91,28.47,100256.88,95.54,-2.34,-7.78,-5.63,0.24,1.07,0.88,-10.8,13.04,12.8,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:27:666,0,0,163.0,843.0,680.0,89.52,28.47,100256.36,95.58,-3.36,-7.34,-5.74,0.12,0.34,0.35,-8.35,15.04,7.64,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:27:793,0,0,157.0,802.0,645.0,84.66,28.47,100255.67,95.64,-0.58,-8.19,-5.38,0.01,-0.02,-0.1,-7.2,16.74,6.52,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:27:920,0,0,164.0,841.0,677.0,88.94,28.46,100257.84,95.46,-1.93,-8.59,-5.02,-0.02,-0.01,0.02,-5.24,17.98,4.72,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:28:047,0,0,117.0,574.0,457.0,59.38,28.46,100256.63,95.56,-1.31,-8.61,-4.85,0.0,0.02,-0.07,-4.59,17.36,4.72,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:28:173,0,0,99.0,522.0,423.0,55.94,28.46,100258.52,95.4,-1.76,-7.98,-5.08,0.01,0.05,0.16,-4.42,20.29,4.05,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:28:300,0,0,33.0,194.0,161.0,21.81,28.46,100257.58,95.48,-1.45,-8.31,-5.15,-0.0,0.0,-0.03,-1.31,23.23,2.93,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:28:427,0,0,41.0,231.0,190.0,25.5,28.47,100260.16,95.26,-1.29,-8.12,-5.16,0.0,0.02,0.01,0.32,25.39,3.82,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:28:554,0,0,52.0,281.0,229.0,30.46,28.46,100257.84,95.46,-1.64,-7.92,-5.03,0.02,0.04,0.1,1.8,25.54,9.88,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:28:681,0,0,67.0,350.0,283.0,37.34,28.46,100257.31,95.5,-1.22,-7.9,-5.33,0.0,0.03,0.1,2.45,25.85,9.43,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:28:808,0,0,64.0,326.0,262.0,34.36,28.47,100256.19,95.6,-1.25,-7.86,-5.16,0.01,0.01,0.12,3.92,26.93,11.9,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:28:935,0,0,50.0,260.0,210.0,27.68,28.47,100259.02,95.36,-0.85,-8.27,-4.77,-0.01,-0.04,-0.06,3.92,26.93,14.59,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:29:061,0,0,49.0,249.0,200.0,26.22,28.47,100256.27,95.59,-1.54,-8.25,-4.97,-0.01,0.0,0.09,4.09,27.4,16.61,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:29:188,0,0,47.0,241.0,194.0,25.49,28.47,100257.3,95.5,-0.91,-8.22,-4.93,-0.0,-0.0,-0.0,3.43,24.62,19.75,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:29:315,0,0,47.0,237.0,190.0,24.86,28.48,100258.41,95.41,-1.13,-8.32,-5.07,0.0,0.0,-0.01,1.31,25.08,21.77,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:29:442,0,0,47.0,222.0,175.0,22.51,28.47,100255.15,95.68,-2.53,-8.45,-5.77,0.02,-0.04,-0.14,-0.17,22.46,23.78,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:29:569,0,0,44.0,201.0,157.0,20.01,28.47,100256.95,95.53,-1.27,-8.65,-4.51,-0.01,-0.02,-0.07,-0.17,22.46,23.78,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:29:696,0,0,41.0,185.0,144.0,18.29,28.47,100260.23,95.26,-1.41,-8.66,-4.05,0.02,0.03,0.03,-4.42,18.13,23.34,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:29:823,0,0,38.0,172.0,134.0,17.04,28.47,100257.47,95.49,-0.98,-8.77,-3.8,-0.03,-0.0,-0.09,-7.04,17.51,22.44,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:29:949,0,0,37.0,165.0,128.0,16.21,28.48,100258.41,95.41,-1.13,-8.52,-4.9,-0.01,-0.02,-0.1,-7.04,15.35,22.89,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:30:076,0,0,36.0,161.0,125.0,15.84,28.48,100260.09,95.27,-2.06,-10.26,-3.62,-0.06,-0.0,-0.2,-7.69,15.35,21.99,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:30:203,0,0,35.0,156.0,121.0,15.32,28.48,100258.55,95.4,-1.27,-8.22,-5.04,-0.0,0.01,0.05,-8.51,14.89,23.11,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:30:330,0,0,35.0,158.0,123.0,15.63,28.48,100258.2,95.43,-1.19,-8.39,-4.83,-0.0,-0.01,-0.03,-8.84,12.73,21.77,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:30:457,0,0,35.0,160.0,125.0,15.94,28.49,100259.57,95.31,-1.19,-8.4,-4.83,-0.0,0.0,0.0,-9.66,14.12,22.44,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:30:584,0,0,35.0,159.0,124.0,15.78,28.49,100259.14,95.35,-1.13,-8.04,-5.27,-0.0,0.0,0.02,-8.68,13.19,23.34,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:30:711,0,0,35.0,158.0,123.0,15.63,28.49,100260.16,95.26,-1.24,-8.28,-4.93,0.0,-0.0,-0.01,-8.84,13.34,22.66,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:30:837,0,0,35.0,157.0,122.0,15.47,28.49,100258.09,95.44,-1.28,-8.58,-4.63,0.01,-0.01,-0.06,-9.82,11.18,21.77,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:30:964,0,0,34.0,155.0,121.0,15.42,28.49,100260.16,95.26,-1.24,-8.19,-5.07,-0.0,0.0,0.01,-9.33,12.26,22.89,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:31:091,0,0,35.0,156.0,121.0,15.32,28.5,100256.8,95.55,-1.19,-8.16,-5.27,-0.0,0.0,0.0,-9.82,12.73,21.77,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:31:218,0,0,34.0,156.0,122.0,15.57,28.5,100258.31,95.42,-1.22,-8.22,-5.12,0.0,0.0,0.0,-9.66,11.34,21.99,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:31:345,0,0,34.0,156.0,122.0,15.57,28.5,100259.86,95.29,-1.27,-8.18,-5.06,0.0,0.0,0.01,-8.84,11.8,21.32,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:31:472,0,0,34.0,156.0,122.0,15.57,28.51,100262.34,95.08,-1.19,-8.28,-5.05,-0.0,-0.0,-0.0,-9.66,12.26,21.54,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:31:599,0,0,35.0,155.0,120.0,15.16,28.51,100260.19,95.26,-1.12,-7.22,-6.11,0.01,-0.08,-0.05,-9.5,12.73,22.21,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:31:725,0,0,33.0,153.0,120.0,15.36,28.52,100258.11,95.44,-1.29,-8.11,-4.58,0.02,-0.03,-0.03,-9.17,11.49,23.11,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:31:852,0,0,33.0,152.0,119.0,15.2,28.52,100258.08,95.44,-2.66,-8.3,-7.97,0.01,0.07,0.1,-9.0,9.79,24.23,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:31:979,0,0,35.0,161.0,126.0,16.09,28.52,100260.48,95.24,-1.42,-8.37,-5.63,-0.07,-0.03,-0.16,-5.89,7.48,21.32,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:32:106,0,0,34.0,161.0,127.0,16.35,28.52,100257.33,95.5,-1.16,-7.34,-5.67,0.09,0.01,0.07,1.63,3.46,19.07,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:32:233,0,0,33.0,159.0,126.0,16.3,28.52,100256.17,95.6,-1.31,-8.05,-5.41,-0.01,0.0,-0.0,6.38,5.78,7.64,29.72,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:32:360,0,0,30.0,148.0,118.0,15.35,28.52,100257.33,95.5,-0.73,-8.5,-5.23,-0.01,-0.03,-0.09,-2.29,12.73,-0.66,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:32:486,0,0,27.0,136.0,109.0,14.26,28.53,100258.23,95.43,-2.33,-8.8,-5.6,-0.26,0.01,-0.34,-9.0,14.12,4.5,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:32:613,0,0,23.0,123.0,100.0,13.27,28.52,100256.13,95.6,-0.87,-8.4,-4.88,-0.03,-0.04,-0.23,-10.64,15.04,6.74,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:32:740,0,0,21.0,118.0,97.0,13.01,28.52,100256.05,95.61,-1.3,-8.27,-4.88,-0.0,-0.01,-0.07,-11.46,14.58,8.76,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:32:867,0,0,21.0,118.0,97.0,13.01,28.51,100256.83,95.54,-1.31,-8.04,-5.12,0.0,0.01,0.02,-9.5,12.73,8.76,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:32:994,0,0,22.0,122.0,100.0,13.38,28.52,100255.95,95.62,-1.31,-8.43,-4.73,-0.0,0.0,-0.06,-10.31,15.35,8.53,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:33:121,0,0,22.0,126.0,104.0,14.01,28.52,100258.41,95.41,-1.31,-7.98,-4.95,-0.0,0.01,0.09,-8.35,15.35,8.53,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:33:248,0,0,23.0,130.0,107.0,14.37,28.52,100258.54,95.4,-1.62,-8.04,-5.07,-0.01,0.03,0.13,-7.69,15.66,8.98,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:33:374,0,0,37.0,210.0,173.0,23.26,28.52,100257.67,95.47,-1.32,-8.09,-5.26,-0.01,-0.01,0.08,-7.69,17.51,8.09,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:33:501,0,0,38.0,213.0,175.0,23.46,28.52,100257.21,95.51,-1.0,-8.23,-5.3,-0.0,-0.01,-0.01,-6.06,17.2,7.19,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:33:628,0,0,35.0,196.0,161.0,21.58,28.52,100254.8,95.71,-3.23,-7.8,-6.36,0.0,0.15,0.22,-4.75,16.28,8.98,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:33:755,0,0,32.0,185.0,153.0,20.65,28.52,100254.28,95.76,-1.05,-9.1,-5.3,0.03,0.35,-0.52,-3.6,17.67,10.1,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:33:882,0,0,37.0,225.0,188.0,25.64,28.52,100254.28,95.76,-0.81,-7.97,-4.1,0.18,1.19,1.22,-4.09,19.37,13.47,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:34:009,0,0,61.0,359.0,298.0,40.37,28.52,100257.12,95.52,0.11,-7.83,-5.03,0.31,1.81,1.14,-3.6,18.9,12.35,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:34:136,0,0,80.0,479.0,399.0,54.24,28.52,100257.67,95.47,-2.8,-7.55,-5.71,0.36,1.98,1.34,-4.59,22.92,10.55,29.72,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:34:262,0,0,95.0,554.0,459.0,62.06,28.52,100257.47,95.49,-2.98,-7.48,-5.86,0.36,2.01,1.49,-4.59,22.92,10.55,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:34:389,0,0,100.0,563.0,463.0,62.14,28.52,100255.48,95.66,-1.69,-7.51,-5.71,0.31,1.83,0.47,-4.59,23.23,4.72,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:34:516,0,0,100.0,552.0,452.0,60.4,28.52,100256.09,95.61,-2.73,-7.87,-5.56,0.18,1.01,0.96,0.16,23.07,-2.23,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:34:643,0,0,91.0,480.0,389.0,51.45,28.53,100256.0,95.61,-2.7,-6.82,-5.52,0.19,0.3,0.24,0.98,22.61,-7.39,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:34:770,0,0,88.0,461.0,373.0,49.25,28.53,100257.03,95.53,-0.1,-8.18,-4.64,0.03,0.0,0.06,1.8,23.38,-5.82,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:34:897,0,0,89.0,467.0,378.0,49.93,28.53,100254.96,95.7,-1.31,-7.85,-4.93,0.0,0.01,0.18,2.29,22.61,-6.94,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:35:024,0,0,89.0,464.0,375.0,49.46,28.52,100256.17,95.6,-1.13,-8.53,-4.9,-0.0,-0.02,-0.07,2.29,21.37,-7.84,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:35:150,0,0,86.0,451.0,365.0,48.21,28.53,100258.92,95.37,-1.26,-8.58,-5.06,-0.0,-0.03,-0.12,1.47,21.22,-8.51,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:35:277,0,0,85.0,450.0,365.0,48.32,28.52,100257.8,95.46,-0.97,-7.96,-4.67,0.0,0.0,0.04,2.62,22.61,-10.53,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:35:404,0,0,86.0,465.0,379.0,50.41,28.52,100257.64,95.48,-1.01,-8.13,-5.22,-0.0,-0.01,-0.01,3.27,22.61,-8.29,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:35:531,0,0,88.0,472.0,384.0,50.98,28.52,100257.33,95.5,-1.39,-8.56,-4.68,-0.0,-0.02,-0.07,2.78,20.91,-9.86,29.7,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:35:658,0,0,87.0,467.0,380.0,50.46,28.52,100258.67,95.39,-1.23,-8.12,-5.53,0.0,0.01,-0.05,2.62,21.68,-10.08,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:35:785,0,0,89.0,477.0,388.0,51.51,28.52,100259.97,95.28,-1.16,-8.78,-4.59,-0.01,-0.05,-0.18,2.62,22.3,-10.98,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:35:912,0,0,95.0,527.0,432.0,57.79,28.53,100258.41,95.41,-0.84,-8.63,-5.33,-0.01,-0.05,-0.23,3.6,20.76,-11.43,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:36:038,0,0,104.0,585.0,481.0,64.54,28.52,100260.48,95.24,-2.54,-8.34,-4.5,-0.01,0.12,0.56,3.11,23.69,-10.75,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:36:165,0,0,108.0,611.0,503.0,67.58,28.52,100256.64,95.56,-0.58,-8.93,-4.73,0.12,0.83,-0.14,2.62,21.68,-11.88,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:36:292,0,0,110.0,612.0,502.0,67.2,28.52,100260.27,95.26,-1.05,-9.84,-5.99,0.23,1.61,0.82,6.22,22.3,-11.88,29.69,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:36:419,0,0,117.0,635.0,518.0,68.96,28.52,100258.41,95.41,-1.96,-8.1,-5.6,0.31,1.97,0.98,11.12,21.99,-9.63,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:36:546,0,0,121.0,644.0,523.0,69.32,28.52,100258.45,95.41,-2.25,-7.69,-5.36,0.35,2.02,1.29,15.05,21.07,-9.63,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:36:673,0,0,139.0,737.0,598.0,79.19,28.52,100257.5,95.49,-3.96,-6.41,-6.44,0.57,2.27,1.08,21.11,18.13,-6.27,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:36:800,0,0,128.0,683.0,555.0,73.6,28.52,100259.23,95.34,-3.08,-8.96,-5.58,0.01,1.23,-0.09,25.2,17.67,-0.21,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:36:926,0,0,130.0,695.0,565.0,74.96,28.52,100258.54,95.4,-2.76,-7.92,-5.46,0.11,0.57,0.66,25.2,15.51,3.38,29.68,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:37:053,0,0,129.0,709.0,580.0,77.43,28.52,100256.39,95.58,-0.75,-8.77,-5.09,-0.02,-0.03,-0.25,24.54,14.89,6.96,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:37:180,0,0,132.0,712.0,580.0,77.11,28.52,100258.71,95.39,-1.28,-8.65,-5.52,0.02,-0.02,-0.2,24.87,13.96,9.21,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:37:307,0,0,119.0,629.0,510.0,67.49,28.52,100257.42,95.49,-0.99,-8.22,-5.03,0.01,-0.02,-0.13,25.2,14.27,6.52,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:37:434,0,0,111.0,582.0,471.0,62.21,28.52,100257.73,95.47,-1.22,-8.43,-5.05,0.01,-0.01,-0.1,25.85,13.96,6.52,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:37:561,0,0,101.0,544.0,443.0,58.87,28.52,100258.8,95.38,-1.71,-8.23,-5.28,-0.0,0.0,-0.02,24.71,13.19,6.74,29.65,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:37:688,0,0,83.0,472.0,389.0,52.32,28.52,100258.02,95.44,-1.49,-8.28,-5.18,-0.01,-0.01,0.01,26.84,12.73,8.76,29.65,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:37:814,0,0,81.0,474.0,393.0,53.18,28.52,100257.5,95.49,0.22,-8.44,-3.64,0.04,-0.18,-0.21,24.71,11.65,8.09,29.65,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:37:941,0,0,82.0,484.0,402.0,54.49,28.52,100256.56,95.57,-0.58,-9.55,-4.95,-0.05,-0.39,-0.14,24.05,12.57,9.88,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:38:068,0,0,77.0,460.0,383.0,52.04,28.52,100259.45,95.32,-2.35,-7.46,-5.1,-0.07,-0.82,-0.21,26.84,11.49,8.76,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:38:195,0,0,77.0,463.0,386.0,52.52,28.52,100259.75,95.3,-1.7,-7.61,-5.72,-0.23,-1.47,-0.74,25.36,11.34,5.39,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:38:322,0,0,130.0,834.0,704.0,96.98,28.52,100257.94,95.45,-0.44,-7.78,-5.75,-0.28,-1.75,-0.71,24.87,11.49,0.24,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:38:449,0,0,200.0,1261.0,1061.0,145.69,28.52,100259.4,95.33,-0.12,-8.35,-5.11,-0.29,-1.85,-1.29,25.2,14.89,-5.6,29.65,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:38:576,0,0,250.0,1498.0,1248.0,169.68,28.52,100255.52,95.65,-0.16,-8.08,-5.37,-0.29,-1.78,-0.97,23.4,15.66,-13.0,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:38:702,0,0,283.0,1648.0,1365.0,184.51,28.52,100257.25,95.51,0.85,-8.5,-5.83,-0.25,-1.59,-1.84,18.33,17.98,-17.26,29.65,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:38:829,0,0,281.0,1637.0,1356.0,183.31,28.52,100258.8,95.38,0.66,-9.45,-4.61,-0.2,-0.93,-0.35,11.12,21.07,-21.74,29.67,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:38:956,0,0,302.0,1775.0,1473.0,199.49,28.51,100257.77,95.46,0.75,-9.97,-4.33,-0.07,-0.14,-0.35,8.34,22.76,-19.72,29.65,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:39:083,0,0,314.0,1841.0,1527.0,206.7,28.52,100259.05,95.36,-1.48,-8.54,-4.43,-0.04,-0.06,-0.23,8.83,21.37,-18.6,29.65,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:39:210,0,0,331.0,1938.0,1607.0,217.47,28.52,100259.92,95.28,-0.07,-8.27,-4.82,-0.03,-0.05,-0.17,6.71,22.46,-17.48,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:39:337,0,0,319.0,1845.0,1526.0,205.98,28.52,100258.8,95.38,-1.43,-8.13,-4.93,0.0,0.02,0.05,4.25,23.23,-20.4,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:39:464,0,0,210.0,1147.0,937.0,124.92,28.51,100258.81,95.38,-1.25,-8.47,-4.95,-0.0,-0.03,-0.11,2.78,21.53,-25.56,29.66,missing_pressure,shuttle_ExFatLogger08.csv
2020/07/20 19:52:39:590,0,0,370.0,2142.0,1772.0,239.24,28.51,100262.0,95.11,-0.42,-8.76,-5.19,-0.04,0.24,-0.49,2.94,22.92,-28.02,29.66,missing_pressure,shuttle_ExFatLogger08.csv
