datetime,TCAp,sGRP,TSL_IR,TSL_Full,TSL_Vis,TSL_LUX,BMP_TempC,BMP_Pa,BMP_AltM,MPU_AccelXMss,MPU_AccelYMss,MPU_AccelZMss,MPU_GyroXRads,MPU_GyroYRads,MPU_GyroZRads,MPU_MagXuT,MPU_MagYuT,MPU_MagZuT,MPU_TempC,label,source_file
2020/07/20 14:30:55:773,0,0,248.0,1058.0,810.0,101.21,28.15,100200.59,100.27,-0.86,-8.38,-4.94,0.0,-0.0,-0.0,15.94,16.02,-13.5,29.39,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:55:900,0,0,249.0,1058.0,809.0,100.96,28.15,100201.89,100.16,-0.91,-8.36,-4.94,-0.0,0.0,0.01,14.65,16.02,-14.42,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:56:027,0,0,247.0,1052.0,805.0,100.53,28.14,100200.0,100.32,-0.69,-8.42,-4.96,0.0,-0.01,-0.06,16.26,16.25,-11.67,29.38,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:56:154,0,0,247.0,1053.0,806.0,100.68,28.15,100202.14,100.14,-0.86,-8.44,-4.97,-0.02,-0.0,-0.01,14.65,15.08,-13.5,29.39,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:56:281,0,0,248.0,1057.0,809.0,101.05,28.15,100199.64,100.35,-0.85,-8.38,-4.95,0.0,-0.0,-0.02,15.62,14.85,-10.75,29.39,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:56:408,0,0,247.0,1053.0,806.0,100.68,28.15,100202.48,100.11,-0.94,-8.2,-5.03,0.01,0.01,0.04,14.49,14.97,-13.04,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:56:534,0,0,247.0,1050.0,803.0,100.22,28.15,100201.67,100.18,-0.83,-8.3,-5.09,0.02,-0.01,-0.02,13.85,15.2,-14.87,29.39,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:56:661,0,0,248.0,1054.0,806.0,100.59,28.15,100201.28,100.21,-0.86,-8.41,-4.86,-0.02,0.01,0.03,14.98,16.02,-11.67,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:56:788,0,0,247.0,1053.0,806.0,100.68,28.16,100202.27,100.13,-0.9,-8.3,-5.01,0.01,-0.0,-0.0,16.26,15.78,-10.75,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:56:915,0,0,246.0,1049.0,803.0,100.32,28.16,100203.05,100.06,-0.87,-8.55,-4.92,-0.02,0.0,-0.01,16.26,15.78,-9.84,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:57:042,0,0,248.0,1055.0,807.0,100.74,28.16,100202.1,100.14,-0.79,-8.43,-4.96,-0.01,-0.01,-0.03,15.78,15.9,-13.04,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:57:169,0,0,248.0,1054.0,806.0,100.59,28.15,100201.33,100.2,-0.78,-8.43,-4.96,0.0,-0.01,-0.04,14.65,15.32,-10.75,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:57:295,0,0,246.0,1049.0,803.0,100.32,28.17,100203.55,100.02,-0.91,-8.23,-5.02,0.0,0.01,0.04,15.14,14.97,-13.04,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:57:422,0,0,248.0,1056.0,808.0,100.9,28.16,100200.89,100.24,-0.82,-8.36,-4.91,-0.0,-0.0,-0.0,15.94,15.08,-12.58,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:57:549,0,0,248.0,1055.0,807.0,100.74,28.16,100200.89,100.24,-0.81,-8.36,-4.95,0.0,-0.0,0.0,14.65,16.72,-11.67,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:57:676,0,0,247.0,1051.0,804.0,100.38,28.16,100201.75,100.17,-0.87,-8.36,-5.0,-0.0,0.0,-0.0,14.33,16.02,-11.67,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:57:803,0,0,248.0,1054.0,806.0,100.59,28.16,100201.58,100.18,-0.86,-8.37,-4.94,0.0,-0.0,-0.01,15.14,15.2,-9.38,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:57:930,0,0,248.0,1056.0,808.0,100.9,28.16,100199.43,100.12,-0.87,-8.39,-4.92,-0.0,0.0,-0.0,15.46,16.13,-11.21,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:58:057,0,0,247.0,1052.0,805.0,100.53,28.16,100199.95,100.32,-0.86,-8.34,-4.95,0.0,0.0,0.01,15.46,15.43,-15.79,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:58:183,0,0,247.0,1052.0,805.0,100.53,28.17,100202.69,100.09,-0.86,-8.37,-4.94,-0.0,-0.0,-0.0,15.46,14.5,-8.47,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:58:310,0,0,248.0,1057.0,809.0,101.05,28.17,100201.91,100.16,-0.87,-8.37,-4.9,0.0,0.0,-0.0,15.14,15.9,-11.21,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:58:437,0,0,247.0,1052.0,805.0,100.53,28.17,100204.33,99.95,-0.86,-8.35,-4.92,0.0,-0.0,0.0,15.62,15.78,-10.75,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:58:564,0,0,247.0,1051.0,804.0,100.38,28.17,100202.6,100.1,-0.86,-8.31,-4.98,-0.0,0.0,0.01,15.78,15.67,-13.04,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:58:691,0,0,248.0,1056.0,808.0,100.9,28.17,100200.11,100.31,-0.85,-8.39,-4.93,-0.0,-0.0,-0.01,13.04,14.85,-12.58,29.39,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:58:818,0,0,248.0,1054.0,806.0,100.59,28.17,100201.14,100.22,-0.88,-8.34,-4.94,-0.0,0.0,0.01,15.78,15.9,-7.55,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:58:945,0,0,247.0,1050.0,803.0,100.22,28.17,100202.09,100.14,-0.86,-8.34,-5.0,0.0,0.0,-0.0,15.46,16.13,-13.04,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:59:071,0,0,248.0,1056.0,808.0,100.9,28.17,100205.27,99.87,-0.88,-8.35,-4.95,0.0,0.0,0.01,16.59,15.32,-16.25,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:59:198,0,0,248.0,1055.0,807.0,100.74,28.17,100202.69,100.09,-0.86,-8.38,-4.95,0.0,-0.0,-0.01,16.59,15.78,-12.58,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:59:325,0,0,247.0,1049.0,802.0,100.07,28.17,100203.29,100.04,-0.85,-8.37,-4.97,0.0,-0.0,-0.0,16.1,16.13,-13.04,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:59:452,0,0,247.0,1055.0,808.0,100.99,28.17,100203.63,100.01,-0.87,-8.34,-4.98,-0.0,0.0,0.01,14.33,15.78,-10.75,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:59:579,0,0,248.0,1056.0,808.0,100.9,28.17,100205.44,99.86,-0.88,-8.36,-4.95,0.0,-0.0,-0.0,14.17,15.9,-14.87,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:59:706,0,0,247.0,1051.0,804.0,100.38,28.17,100201.22,100.21,-0.85,-8.35,-4.96,0.0,-0.0,0.0,15.14,15.43,-8.47,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:59:833,0,0,247.0,1053.0,806.0,100.68,28.17,100204.14,100.11,-0.86,-8.37,-4.97,-0.0,-0.0,-0.0,14.65,15.55,-9.84,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:30:59:959,0,0,248.0,1057.0,809.0,101.05,28.17,100201.57,100.18,-0.87,-8.35,-4.98,0.0,0.0,0.0,15.62,16.02,-12.58,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:00:086,0,0,248.0,1052.0,804.0,100.28,28.17,100201.39,100.2,-0.87,-8.35,-4.95,-0.0,0.0,0.01,15.62,15.55,-9.84,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:00:213,0,0,247.0,1051.0,804.0,100.38,28.17,100201.05,100.23,-0.88,-8.35,-4.94,-0.0,0.0,-0.0,15.78,15.43,-9.38,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:00:340,0,0,249.0,1057.0,808.0,100.8,28.17,100201.57,100.18,-0.85,-8.34,-4.95,-0.0,0.0,0.0,15.46,15.2,-7.55,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:00:467,0,0,248.0,1054.0,806.0,100.59,28.17,100203.98,99.98,-0.86,-8.36,-4.95,-0.0,-0.0,-0.0,14.65,15.32,-11.67,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:00:594,0,0,247.0,1051.0,804.0,100.38,28.17,100203.63,100.01,-0.86,-8.35,-4.96,-0.0,0.0,0.0,15.46,16.13,-13.04,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:00:721,0,0,248.0,1057.0,809.0,101.05,28.17,100203.97,99.98,-0.86,-8.35,-4.96,0.0,0.0,0.0,14.33,16.25,-10.75,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:00:847,0,0,248.0,1056.0,808.0,100.9,28.17,100204.23,99.96,-0.87,-8.36,-4.94,-0.0,-0.0,0.0,14.65,16.48,-15.33,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:00:974,0,0,247.0,1050.0,803.0,100.22,28.17,100202.52,100.1,-0.85,-8.37,-4.94,0.0,-0.0,-0.0,15.94,15.55,-9.84,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:01:101,0,0,248.0,1056.0,808.0,100.9,28.17,100201.22,100.21,-0.86,-8.37,-4.97,0.0,0.0,-0.0,15.3,15.55,-11.67,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:01:228,0,0,249.0,1056.0,807.0,100.65,28.17,100204.16,99.97,-0.85,-8.34,-4.94,-0.0,0.0,0.0,14.98,14.85,-10.75,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:01:355,0,0,247.0,1052.0,805.0,100.53,28.17,100201.39,100.2,-0.85,-8.34,-4.93,-0.0,0.0,-0.0,15.14,15.67,-13.04,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:01:482,0,0,248.0,1055.0,807.0,100.74,28.17,100201.57,100.18,-0.86,-8.35,-4.95,-0.0,-0.0,-0.0,14.17,14.97,-12.13,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:01:609,0,0,249.0,1057.0,808.0,100.8,28.17,100202.69,100.09,-0.87,-8.35,-4.99,-0.0,-0.0,0.0,15.14,16.37,-11.21,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:01:735,0,0,248.0,1054.0,806.0,100.59,28.16,100200.02,100.21,-0.86,-8.34,-4.94,-0.0,0.0,0.0,14.81,15.2,-12.13,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:01:862,0,0,248.0,1053.0,805.0,100.43,28.17,100202.69,100.09,-0.88,-8.35,-4.94,-0.0,0.0,0.0,16.26,15.08,-10.75,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:01:989,0,0,249.0,1057.0,808.0,100.8,28.17,100203.55,100.02,-0.87,-8.36,-4.95,-0.0,-0.0,0.0,15.14,15.9,-12.13,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:02:116,0,0,248.0,1054.0,806.0,100.59,28.17,100201.31,100.21,-0.87,-8.34,-4.96,-0.0,-0.0,-0.0,15.62,15.55,-10.75,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:02:243,0,0,247.0,1052.0,805.0,100.53,28.17,100200.28,100.29,-0.85,-8.35,-4.95,0.0,0.0,-0.0,14.49,16.13,-10.3,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:02:370,0,0,249.0,1058.0,809.0,100.96,28.17,100200.8,100.25,-0.85,-8.37,-4.96,-0.0,-0.0,0.0,15.3,14.85,-10.75,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:02:497,0,0,249.0,1056.0,807.0,100.65,28.17,100201.39,100.2,-0.86,-8.35,-4.98,0.0,0.0,0.0,15.3,15.08,-7.09,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:02:623,0,0,247.0,1052.0,805.0,100.53,28.17,100202.16,100.13,-0.87,-8.35,-4.97,-0.0,0.0,0.0,14.81,15.43,-13.96,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:02:750,0,0,249.0,1057.0,808.0,100.8,28.17,100203.45,100.03,-0.86,-8.36,-4.97,-0.0,-0.0,-0.0,14.65,16.02,-9.84,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:02:877,0,0,248.0,1057.0,809.0,101.05,28.18,100203.02,100.06,-0.85,-8.36,-4.97,0.0,-0.0,0.0,14.17,15.9,-13.04,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:03:004,0,0,248.0,1051.0,803.0,100.13,28.17,100202.08,100.14,-0.87,-8.36,-4.96,0.0,0.0,0.0,13.85,15.9,-13.04,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:03:131,0,0,248.0,1056.0,808.0,100.9,28.18,100201.3,100.21,-0.86,-8.36,-4.93,-0.0,0.0,0.0,15.14,15.2,-13.04,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:03:258,0,0,249.0,1058.0,809.0,100.96,28.18,100204.11,99.97,-0.86,-8.36,-4.96,0.0,0.0,0.0,14.98,15.32,-8.92,29.4,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:03:385,0,0,248.0,1053.0,805.0,100.43,28.18,100200.61,100.26,-0.85,-8.35,-4.99,0.0,0.0,0.0,15.3,15.55,-11.67,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:03:511,0,0,248.0,1054.0,806.0,100.59,28.17,100204.14,99.97,-0.87,-8.35,-4.95,-0.0,0.0,-0.0,15.3,16.95,-14.42,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:03:638,0,0,249.0,1058.0,809.0,100.96,28.18,100204.11,99.97,-0.87,-8.35,-4.94,-0.0,0.0,-0.0,16.91,15.55,-12.58,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:03:765,0,0,248.0,1054.0,806.0,100.59,28.18,100203.02,100.06,-0.85,-8.37,-4.94,0.0,-0.0,-0.0,14.98,15.78,-13.5,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:03:892,0,0,247.0,1051.0,804.0,100.38,28.18,100204.63,99.93,-0.87,-8.35,-4.96,0.0,0.0,0.0,15.62,15.32,-13.5,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:04:019,0,0,249.0,1057.0,808.0,100.8,28.18,100202.38,100.12,-0.86,-8.37,-4.94,-0.0,0.0,0.0,15.62,16.25,-14.42,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:04:146,0,0,248.0,1054.0,806.0,100.59,28.18,100200.78,100.25,-0.85,-8.37,-4.98,0.0,-0.0,0.0,14.01,15.32,-13.5,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:04:273,0,0,247.0,1051.0,804.0,100.38,28.18,100201.86,100.16,-0.85,-8.35,-4.96,0.0,0.0,0.0,14.49,15.9,-11.21,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:04:399,0,0,249.0,1057.0,808.0,100.8,28.17,100201.56,100.18,-0.86,-8.36,-4.94,0.0,-0.0,0.0,14.98,15.55,-11.67,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:04:526,0,0,249.0,1057.0,808.0,100.8,28.18,100202.84,100.08,-0.87,-8.34,-4.95,0.0,0.0,-0.0,15.62,15.32,-8.92,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:04:653,0,0,247.0,1052.0,805.0,100.53,28.18,100202.67,100.09,-0.86,-8.36,-4.96,-0.0,0.0,0.0,15.46,15.9,-12.13,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:04:780,0,0,249.0,1057.0,808.0,100.8,28.18,100201.47,100.19,-0.86,-8.35,-4.94,-0.0,-0.0,0.0,15.62,15.32,-10.75,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:04:907,0,0,249.0,1058.0,809.0,100.96,28.18,100203.53,100.02,-0.87,-8.36,-4.94,-0.0,0.0,-0.0,14.49,15.2,-13.04,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:05:034,0,0,248.0,1054.0,806.0,100.59,28.17,100201.73,100.17,-0.86,-8.34,-4.96,-0.0,0.0,0.0,13.69,14.62,-11.67,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:05:161,0,0,248.0,1056.0,808.0,100.9,28.18,100202.67,100.09,-0.86,-8.36,-4.92,0.0,-0.0,0.0,15.62,15.55,-14.42,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:05:287,0,0,249.0,1058.0,809.0,100.96,28.18,100203.07,100.06,-0.85,-8.36,-4.95,-0.0,0.0,0.0,15.3,14.85,-10.75,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:05:414,0,0,248.0,1055.0,807.0,100.74,28.17,100201.05,100.23,-0.86,-8.35,-4.96,0.0,-0.0,-0.0,15.14,15.43,-11.21,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:05:541,0,0,248.0,1053.0,805.0,100.43,28.17,100201.39,100.2,-0.87,-8.35,-4.98,-0.0,-0.0,-0.0,14.98,15.55,-15.33,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:05:668,0,0,249.0,1060.0,811.0,101.26,28.17,100202.86,100.08,-0.85,-8.34,-4.98,0.0,-0.0,0.0,15.78,16.6,-11.21,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:05:795,0,0,249.0,1057.0,808.0,100.8,28.17,100202.59,100.1,-0.86,-8.34,-4.96,-0.0,-0.0,0.0,14.98,15.32,-10.75,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:05:922,0,0,248.0,1053.0,805.0,100.43,28.17,100199.67,100.34,-0.86,-8.35,-4.94,-0.0,0.0,0.0,15.94,15.32,-13.5,29.41,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:06:049,0,0,249.0,1060.0,811.0,101.26,28.17,100201.39,100.2,-0.86,-8.36,-4.96,0.0,-0.0,0.0,14.98,16.72,-15.33,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:06:175,0,0,249.0,1059.0,810.0,101.11,28.17,100203.12,100.05,-0.88,-8.36,-4.97,-0.0,0.0,0.0,14.33,16.02,-12.58,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:06:302,0,0,248.0,1054.0,806.0,100.59,28.17,100202.16,100.13,-0.87,-8.35,-4.94,-0.0,0.0,0.0,15.46,16.83,-10.3,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:06:429,0,0,249.0,1059.0,810.0,101.11,28.17,100203.03,100.06,-0.86,-8.37,-4.95,-0.0,0.0,0.0,16.59,15.08,-16.25,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:06:556,0,0,250.0,1060.0,810.0,101.01,28.17,100200.79,100.25,-0.87,-8.35,-4.95,0.0,-0.0,0.0,16.26,16.25,-10.75,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:06:683,0,0,249.0,1055.0,806.0,100.49,28.17,100201.48,100.19,-0.85,-8.37,-4.97,-0.0,-0.0,0.0,14.98,15.78,-7.09,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:06:810,0,0,249.0,1057.0,808.0,100.8,28.18,100201.47,100.19,-0.87,-8.37,-4.96,0.0,0.0,0.0,14.49,14.5,-13.96,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:06:937,0,0,250.0,1062.0,812.0,101.32,28.17,100202.59,100.1,-0.86,-8.36,-4.97,-0.0,-0.0,0.0,15.78,15.9,-9.38,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:07:063,0,0,249.0,1057.0,808.0,100.8,28.18,100203.07,100.06,-0.86,-8.35,-4.96,-0.0,-0.0,0.0,15.46,15.9,-4.8,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:07:190,0,0,249.0,1056.0,807.0,100.65,28.17,100202.25,100.13,-0.84,-8.36,-4.95,-0.0,0.0,0.0,15.62,15.32,-12.58,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:07:317,0,0,250.0,1061.0,811.0,101.17,28.17,100201.56,100.18,-0.86,-8.35,-4.96,0.0,-0.0,0.0,16.43,14.5,-13.96,29.44,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:07:444,0,0,249.0,1058.0,809.0,100.96,28.17,100199.14,100.39,-0.86,-8.35,-4.96,0.0,0.0,0.0,15.14,15.9,-11.21,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:07:571,0,0,248.0,1054.0,806.0,100.59,28.17,100202.42,100.11,-0.85,-8.34,-4.94,0.0,0.0,0.0,13.85,14.97,-13.96,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:07:698,0,0,250.0,1060.0,810.0,101.01,28.18,100200.78,100.25,-0.86,-8.34,-4.95,-0.0,0.0,0.0,15.3,16.25,-10.75,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:07:824,0,0,250.0,1059.0,809.0,100.86,28.18,100203.2,100.05,-0.86,-8.35,-4.98,0.0,0.0,0.0,14.33,14.85,-13.5,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:07:951,0,0,248.0,1054.0,806.0,100.59,28.17,100200.36,100.29,-0.87,-8.36,-4.96,-0.0,-0.0,-0.0,14.33,16.95,-14.42,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:08:078,0,0,250.0,1060.0,810.0,101.01,28.17,100200.19,100.3,-0.85,-8.36,-4.94,0.0,-0.0,-0.0,16.43,16.13,-11.21,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:08:205,0,0,250.0,1060.0,810.0,101.01,28.17,100201.39,100.2,-0.86,-8.35,-4.96,-0.0,-0.0,0.0,15.3,15.55,-11.67,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:08:332,0,0,249.0,1055.0,806.0,100.49,28.17,100201.05,100.23,-0.85,-8.35,-4.96,0.0,-0.0,0.0,15.94,15.08,-8.01,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:08:459,0,0,249.0,1058.0,809.0,100.96,28.18,100202.33,100.12,-0.86,-8.34,-4.97,-0.0,0.0,0.0,15.78,15.67,-10.3,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:08:586,0,0,250.0,1061.0,811.0,101.17,28.17,100201.22,100.21,-0.86,-8.35,-4.96,0.0,0.0,0.0,15.78,15.67,-10.3,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:08:712,0,0,249.0,1055.0,806.0,100.49,28.18,100200.99,100.23,-0.86,-8.34,-4.94,-0.0,0.0,0.0,14.49,16.13,-14.87,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:08:839,0,0,248.0,1054.0,806.0,100.59,28.17,100199.93,100.32,-0.85,-8.35,-4.98,-0.0,0.0,-0.0,16.1,15.2,-12.13,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:08:966,0,0,250.0,1058.0,808.0,100.71,28.17,100199.67,100.34,-0.86,-8.34,-4.97,-0.0,0.0,0.0,15.62,16.25,-10.75,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:09:093,0,0,249.0,1056.0,807.0,100.65,28.18,100203.2,100.05,-0.86,-8.36,-4.97,-0.0,-0.0,0.0,14.65,15.78,-12.58,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:09:220,0,0,248.0,1053.0,805.0,100.43,28.18,100202.55,100.1,-0.85,-8.35,-4.97,-0.0,0.0,0.0,15.3,15.32,-13.5,29.44,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:09:347,0,0,250.0,1059.0,809.0,100.86,28.18,100200.91,100.24,-0.87,-8.34,-4.96,0.0,0.0,0.0,13.69,15.32,-13.5,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:09:474,0,0,249.0,1057.0,808.0,100.8,28.18,100203.02,100.24,-0.87,-8.35,-4.96,0.0,-0.0,-0.0,15.3,15.08,-12.58,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:09:600,0,0,248.0,1053.0,805.0,100.43,28.18,100199.06,100.39,-0.85,-8.35,-4.94,0.0,0.0,-0.0,15.78,16.6,-13.04,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:09:727,0,0,249.0,1058.0,809.0,100.96,28.18,100199.92,100.32,-0.86,-8.35,-4.95,0.0,0.0,0.0,13.85,15.67,-11.21,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:09:854,0,0,250.0,1058.0,808.0,100.71,28.18,100200.78,100.25,-0.85,-8.35,-4.98,-0.0,0.0,-0.0,14.98,16.48,-13.5,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:09:981,0,0,248.0,1053.0,805.0,100.43,28.18,100200.66,100.26,-0.85,-8.36,-4.96,0.0,0.0,-0.0,16.59,15.55,-11.67,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:10:108,0,0,249.0,1056.0,807.0,100.65,28.18,100200.95,100.24,-0.86,-8.34,-4.93,-0.0,0.0,0.0,15.3,16.25,-9.84,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:10:235,0,0,250.0,1060.0,810.0,101.01,28.18,100200.09,100.31,-0.88,-8.36,-4.99,-0.0,0.0,0.0,16.1,15.2,-16.7,29.43,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:10:362,0,0,249.0,1055.0,806.0,100.49,28.18,100200.48,100.28,-0.87,-8.35,-4.97,0.0,0.0,0.0,14.98,15.32,-11.67,29.42,missing_parts,shuttle_ExFatLogger02.csv
2020/07/20 14:31:10:488,0,0,249.0,1056.0,807.0,100.65,28.18,100200.48,100.28,-0.79,-8.43,-4.92,-0.0,-0.01,-0.03,14.49,15.43,-12.13,29.43,missing_parts,shuttle_ExFatLogger02.csv
